Flight ID,Aircraft Type,Departure Airport,Arrival Airport,Distance (km),Duration (hours),Cruising Altitude (ft),Wind Speed (km/h),Temperature (°C),SAF Percentage,Jet A-1 Percentage,Fuel Consumption (liters),Passenger Load,Cargo Load (kg),CO2 Emissions (kg)
F1988,Airbus A350,MXP,VLC,6953,7.9,31006,75,30,0.030661894867901853,0.9693381051320982,31634,209,2756,98790.08
F1989,Airbus A320,TLS,BER,6617,8.18,38829,96,39,0.029649069231662706,0.9703509307683373,15077,308,11341,46926.82
F1990,Airbus A350,GVA,MUC,2267,3.42,32395,83,2,0.08718850435670396,0.912811495643296,14516,194,7195,42297.47
F1991,Boeing 737,BSL,VLC,5924,7.19,40906,112,-2,0.09555904011882842,0.9044409598811716,13460,189,7055,33874.2
F1992,Airbus A320,CPH,EIN,6503,10.2,32023,72,24,0.04999855984810038,0.9500014401518996,15903,79,9731,49004.34
F1993,Airbus A350,NCE,GVA,10689,12.31,33372,60,2,0.0,1.0,14298,301,10298,40396.81
F1994,Boeing 787,AGP,LYS,4091,6.15,37579,68,1,0.061275551507301296,0.9387244484926986,14580,283,5471,39298.99
F1995,Airbus A320,EIN,RTM,4562,7.44,39326,25,20,0.03787638968092784,0.9621236103190721,11681,117,11232,32771.27
F1996,Boeing 777,CDG,MAD,7598,12.4,34744,3,13,0.0,1.0,6882,86,5835,20583.39
F1997,Boeing 787,BRU,MAN,969,1.16,33575,120,4,0.08095277769703185,0.9190472223029682,23911,331,666,60408.6
F1998,Boeing 777,ARN,NCE,773,0.89,31052,115,23,0.03751918106909483,0.9624808189309052,11408,198,5702,28982.17
F1999,Boeing 737,ZRH,AMS,3456,4.42,40593,6,30,0.07128490537311657,0.9287150946268834,7278,125,5357,20169.58
F2000,Airbus A350,OPO,VIE,6884,10.01,37316,57,26,0.0233224642862114,0.9766775357137886,24586,312,2715,73820.79
F2001,Boeing 787,VLC,BER,8410,9.91,39314,31,11,0.013554310250717384,0.9864456897492826,8218,69,6256,22524.56
F2002,Boeing 737,EIN,ARN,1817,2.36,38323,43,-9,0.048501296440758984,0.951498703559241,35882,100,8150,109240.08
F2003,Airbus A350,MUC,VIE,5848,6.65,30286,106,16,0.08652929839293456,0.9134707016070654,20606,262,1788,53513.87
F2004,Boeing 787,PMI,BRU,5705,9.04,30949,40,24,0.016300213846912527,0.9836997861530875,27417,254,8192,75972.33
F2005,Airbus A350,NCE,AMS,9648,12.4,37632,69,19,0.005898577623526669,0.9941014223764734,15541,264,10720,41619.76
F2006,Airbus A320,CDG,MXP,1856,3.03,36155,86,33,0.06222111966582287,0.9377788803341771,21249,290,6050,61490.8
F2007,Boeing 737,CDG,OSL,9884,12.49,39959,94,18,0.0353619995716337,0.9646380004283663,22329,143,10519,68365.21
F2008,Boeing 737,VLC,FAO,4548,5.15,36243,119,-10,0.013256543628967422,0.9867434563710326,32065,67,2142,97955.29
F2009,Boeing 737,MUC,FCO,1596,1.9,35701,106,21,0.09791454453138196,0.9020854554686181,23230,118,10934,65717.66
F2010,Airbus A350,CPH,CDG,10977,16.23,39509,35,-7,0.01335612773275814,0.9866438722672418,11529,131,4137,35141.04
F2011,Airbus A320,TLS,FCO,11771,19.39,40462,39,4,0.04334817372401001,0.95665182627599,14278,311,3620,37746.17
F2012,Boeing 777,BLQ,ZRH,7646,9.54,32129,14,12,0.08074514954672593,0.919254850453274,9520,76,10462,25528.7
F2013,Boeing 787,SZG,MAN,4175,4.74,30706,98,26,0.05634434852892668,0.9436556514710733,26953,98,8099,81193.58
F2014,Boeing 777,BLQ,LYS,339,0.41,40640,33,-7,0.0,1.0,34364,289,1534,97501.19
F2015,Boeing 737,VCE,LIS,11599,15.01,31069,88,1,0.06584842714359765,0.9341515728564024,21414,160,6294,60167.08
F2016,Boeing 787,AMS,ORY,9447,11.88,37201,106,30,0.0,1.0,32654,264,10761,82751.13
F2017,Airbus A350,OSL,VIE,11333,15.46,34252,117,30,0.052113412463425046,0.947886587536575,34495,343,10003,101812.32
F2018,Boeing 737,GVA,LGW,10970,12.47,35178,120,-12,0.048604823904590935,0.951395176095409,5123,346,9387,13641.54
F2019,Boeing 737,LIS,SZG,6581,10.62,33178,47,26,0.0023097801486749447,0.9976902198513251,27530,124,2400,82077.9
F2020,Airbus A320,BSL,VCE,8129,12.46,34515,100,-8,0.06658527409570278,0.9334147259042972,42114,286,1537,115349.17
F2021,Airbus A320,VLC,LYS,541,0.73,31254,2,-6,0.07188990493560547,0.9281100950643946,13393,58,5103,37813.95
F2022,Boeing 737,EDI,EIN,8318,12.44,40412,47,32,0.0,1.0,33590,316,6602,87402.84
F2023,Boeing 787,DUS,INN,3214,3.84,33939,102,25,0.07066823586684413,0.9293317641331559,10141,162,1959,30329.56
F2024,Boeing 777,MUC,AGP,9572,14.21,40007,99,-1,0.0056546915123145474,0.9943453084876854,34484,198,3789,87238.77
F2025,Boeing 737,INN,CDG,5534,7.84,38995,28,35,0.0901256666641353,0.9098743333358648,21709,298,9566,57112.77
F2026,Boeing 777,ARN,NAP,4748,6.2,31462,39,17,0.07528241508011739,0.9247175849198827,29851,164,845,79432.01
F2027,Airbus A350,NAP,HAM,11691,17.71,34557,49,-8,0.07999686453260045,0.9200031354673995,8941,133,4874,22298.74
F2028,Airbus A320,INN,DUS,5388,6.81,32959,80,37,0.07144879502607623,0.9285512049739237,15822,159,1145,41863.71
F2029,Airbus A320,EDI,ARN,1335,1.8,31476,29,16,0.06013903692214167,0.9398609630778584,43173,205,1970,126764.13
F2030,Boeing 787,LYS,OPO,11248,12.65,35538,72,-5,0.038326687933010896,0.9616733120669891,34882,306,1177,109285.14
F2031,Airbus A350,OSL,ORY,11669,15.31,30791,53,30,0.006862334610939058,0.9931376653890609,11767,337,2433,32184.23
F2032,Airbus A350,MUC,OSL,7331,11.45,32389,102,6,0.0,1.0,18284,322,8463,52585.22
F2033,Airbus A320,MAN,VIE,4317,5.41,38117,36,30,0.02220961945273763,0.9777903805472624,19775,290,6491,50609.33
F2034,Boeing 787,VCE,OSL,9590,11.53,32560,43,7,0.08945698008885067,0.9105430199111493,26392,182,4734,66506.38
F2035,Boeing 787,TLS,VLC,6543,10.75,31975,84,39,0.01847594165731318,0.9815240583426869,20382,270,1591,57741.57
F2036,Airbus A350,DUS,HAM,6840,8.94,32929,107,32,0.07027203047208729,0.9297279695279127,13207,288,1479,35547.92
F2037,Airbus A350,ARN,ORY,5506,6.62,32555,1,10,0.04714003693412099,0.9528599630658791,8960,83,3218,26148.62
F2038,Airbus A350,BSL,FRA,5787,6.46,38699,12,24,0.020239356929729724,0.9797606430702703,25076,345,4963,76823.04
F2039,Boeing 737,FCO,MXP,3663,4.94,37548,93,24,0.04053680635670091,0.9594631936432991,13565,267,650,37793.93
F2040,Airbus A350,CPH,DUS,1144,1.67,30036,118,10,0.09723663051970101,0.902763369480299,31431,145,10911,81351.73
F2041,Boeing 787,ARN,EDI,4500,5.26,38008,115,-12,0.030259060489856174,0.9697409395101438,27859,252,8351,70505.84
F2042,Boeing 777,VIE,DUS,6124,7.49,38003,66,10,0.05878425367681744,0.9412157463231826,5101,202,8858,14086.25
F2043,Boeing 787,LHR,INN,10716,12.3,33184,44,26,0.09639640066589161,0.9036035993341084,23829,251,6191,63596.77
F2044,Airbus A350,TLS,VLC,11418,14.19,33971,85,28,0.07298392070841249,0.9270160792915875,12681,232,2826,32702.08
F2045,Airbus A320,VIE,HEL,8066,13.31,30476,66,4,0.07665215944694174,0.9233478405530583,43795,138,5949,121269.59
F2046,Boeing 777,CDG,INN,9385,14.63,31070,11,39,0.006995337282915626,0.9930046627170843,34877,75,11228,110965.32
F2047,Boeing 787,LHR,ARN,8853,11.83,30918,51,-10,0.09465079462324799,0.905349205376752,30778,211,617,83790.3
F2048,Airbus A320,RTM,FAO,8017,10.13,38087,76,28,0.022163873704137915,0.9778361262958621,16344,84,1475,43734.96
F2049,Boeing 777,EIN,STN,9280,12.01,35808,78,26,0.07921209424613404,0.9207879057538659,6055,342,4717,15483.06
F2050,Airbus A320,AMS,MAD,9810,14.14,40122,99,3,0.01675824121617856,0.9832417587838215,42901,81,6213,110095.03
F2051,Airbus A320,LGW,PMI,7545,8.54,37684,96,3,0.08057293786773922,0.9194270621322608,20677,128,5882,58402.36
F2052,Boeing 737,MAN,STN,4096,5.11,37810,30,29,0.018103071350466137,0.9818969286495338,10429,343,3496,27862.25
F2053,Boeing 737,SZG,INN,4158,6.62,36530,114,15,0.011736536035950852,0.9882634639640492,23699,174,9928,60093.55
F2054,Airbus A350,AGP,BSL,2407,3.95,39744,80,17,0.015123325514556241,0.9848766744854438,27371,224,7193,86296.4
F2055,Boeing 737,MAN,EIN,3695,5.81,31960,96,26,0.03610442184070346,0.9638955781592965,17990,57,8795,50155.35
F2056,Boeing 737,NCE,OSL,8262,10.36,36469,70,-15,0.03802532120233401,0.961974678797666,7163,54,7840,19598.56
F2057,Boeing 787,ARN,EDI,10621,15.54,35567,44,3,0.0,1.0,21693,187,5858,60814.61
F2058,Boeing 777,GVA,AMS,2391,2.88,32399,60,-4,0.07838387410831348,0.9216161258916865,20257,269,8444,54629.18
F2059,Airbus A350,AGP,ZRH,6467,7.68,36954,94,-7,0.053238299740794415,0.9467617002592056,19725,259,9645,56879.14
F2060,Airbus A320,PMI,AMS,8331,9.74,30694,101,2,0.000175152654154076,0.999824847345846,28592,320,11321,72472.61
F2061,Airbus A320,MAN,LYS,1514,1.69,40117,28,39,0.025472004586695764,0.9745279954133043,13016,94,2916,35980.79
F2062,Airbus A350,MAD,LIS,3850,4.42,39499,12,8,0.07723463096651327,0.9227653690334867,22362,260,3207,55018.36
F2063,Boeing 737,MUC,HAM,10181,15.27,40110,73,15,0.0649935892213367,0.9350064107786633,9902,113,10780,24770.59
F2064,Airbus A320,EDI,LGW,3077,3.61,39887,33,11,0.0908135800462683,0.9091864199537317,7482,133,7282,20241.71
F2065,Airbus A350,RTM,HEL,2087,2.82,40833,24,-4,0.0,1.0,11304,163,938,31303.46
F2066,Airbus A320,FAO,EDI,1428,1.78,35819,62,-4,0.07909023424289968,0.9209097657571004,9849,309,7341,25449.64
F2067,Airbus A320,NAP,MUC,9049,12.94,33096,29,25,0.05729180970008638,0.9427081902999136,29332,183,9925,76785.22
F2068,Airbus A350,AMS,AGP,9436,12.37,38339,61,30,0.0,1.0,10149,108,3608,26367.09
F2069,Boeing 787,LIS,FRA,4325,5.74,32520,34,-8,0.0,1.0,31614,111,1853,88849.83
F2070,Boeing 787,DUS,NCE,10453,13.24,31797,98,-2,0.038088550256126785,0.9619114497438732,6084,228,4926,16732.14
F2071,Airbus A350,OPO,MAD,5804,7.61,35273,107,28,0.0,1.0,25703,342,8453,66613.5
F2072,Airbus A320,BCN,BRU,4379,6.39,38622,5,14,0.010772452229280428,0.9892275477707195,30152,225,9323,77593.24
F2073,Boeing 737,MAN,RTM,10232,13.53,40237,43,-4,0.027202285646866078,0.9727977143531339,34014,278,4711,96734.43
F2074,Boeing 787,EIN,MAD,9876,11.7,37790,10,31,0.03433098511499144,0.9656690148850086,13616,322,6464,39604.3
F2075,Boeing 737,VIE,FAO,858,1.23,31958,88,-12,0.01928391225676688,0.9807160877432332,8034,330,11621,25058.61
F2076,Airbus A350,FCO,SZG,1837,2.85,40755,92,1,0.0660781831338713,0.9339218168661287,28515,62,7077,74677.02
F2077,Boeing 777,VLC,VLC,4739,5.39,36379,32,19,0.005069324812500765,0.9949306751874992,24428,63,4307,64216.67
F2078,Airbus A320,ARN,BCN,7064,11.26,39162,75,14,0.09957439457667627,0.9004256054233237,17206,337,6277,51064.21
F2079,Boeing 787,AMS,ZRH,7236,10.58,31992,116,-1,0.092261502246541,0.907738497753459,16492,225,10692,42009.24
F2080,Airbus A350,LIS,TLS,3943,5.25,33145,48,12,0.0,1.0,11492,145,4775,30022.16
F2081,Boeing 737,MAN,OSL,5660,8.58,32669,47,10,0.015156391929552893,0.9848436080704471,7413,206,6237,19911.85
F2082,Airbus A320,FCO,STN,4574,7.4,32233,37,-13,0.0,1.0,33887,72,3529,107110.98
F2083,Airbus A320,AGP,MXP,9008,10.3,37770,13,-8,0.0421048074660208,0.9578951925339791,33985,350,3964,92026.35
F2084,Boeing 787,VCE,ZRH,447,0.63,38483,25,16,0.08282787825890373,0.9171721217410963,34832,242,8572,106615.27
F2085,Boeing 737,MUC,MAD,9897,13.25,36956,28,39,0.09125945722950737,0.9087405427704927,18488,251,9606,54672.69
F2086,Airbus A320,FCO,HEL,11318,18.42,39963,71,39,0.01552245969470143,0.9844775403052985,5375,175,2441,16361.35
F2087,Boeing 787,ZRH,NCE,10263,11.67,37566,8,15,0.0,1.0,21006,198,2841,57527.97
F2088,Airbus A350,LIS,HAM,7480,9.23,30719,117,-4,0.048445880099534835,0.9515541199004651,12387,148,8707,36296.73
F2089,Boeing 777,HEL,FAO,4612,6.49,33672,57,-2,0.03676252165977745,0.9632374783402226,27661,341,10090,78262.98
F2090,Boeing 737,VIE,BER,3298,5.25,38212,101,-1,0.0924488392656715,0.9075511607343285,26520,338,7470,78993.15
F2091,Boeing 787,OSL,VCE,11190,18.44,40997,103,23,0.08983308297241033,0.9101669170275897,19618,95,5321,49098.4
F2092,Boeing 787,BRU,AMS,9185,13.2,34212,117,-3,0.041726660855980605,0.9582733391440194,20053,172,4680,62647.83
F2093,Boeing 737,LIS,HAM,5911,8.35,33717,55,-8,0.0823834718910445,0.9176165281089554,33310,299,6546,95907.06
F2094,Boeing 777,MUC,ANR,6287,7.78,35903,105,18,0.0011653754756125402,0.9988346245243874,32271,293,7243,86421.07
F2095,Airbus A350,RTM,NAP,11382,18.5,30552,45,17,0.09025265599467373,0.9097473440053263,13240,297,3144,34266.63
F2096,Airbus A350,ANR,AMS,8841,12.96,35309,28,-15,0.036374528424097934,0.9636254715759021,9218,227,7139,28016.14
F2097,Airbus A320,HAM,BRU,5467,7.3,32813,120,38,0.006558332103046127,0.9934416678969539,5170,207,6773,13520.99
F2098,Boeing 737,ZRH,GVA,9204,14.4,30463,79,16,0.011015646942218594,0.9889843530577814,6965,176,4780,18714.0
F2099,Boeing 787,ZRH,STN,6602,8.06,31830,66,21,0.0,1.0,6163,196,3549,18516.17
F2100,Boeing 787,OSL,BCN,7421,11.57,39112,103,32,0.025142389442643076,0.974857610557357,26809,194,8743,74127.13
F2101,Boeing 737,VIE,HAM,813,1.03,32183,78,33,0.06523414217820712,0.9347658578217929,7042,216,5314,20342.5
F2102,Boeing 777,FCO,NCE,3510,4.41,37572,34,0,0.06751090021144594,0.9324890997885541,14875,220,10045,37404.76
F2103,Airbus A350,AGP,STN,1427,2.14,38606,37,9,0.0905599663091119,0.9094400336908881,16633,320,4939,40472.54
F2104,Airbus A320,AMS,ZRH,7628,9.33,33596,95,1,0.06442811351015625,0.9355718864898438,33103,330,7469,83795.75
F2105,Boeing 787,BRU,AMS,7420,8.74,37025,9,-3,0.05005524931464059,0.9499447506853594,7943,140,7577,23816.48
F2106,Airbus A320,BLQ,LHR,7088,7.97,35056,41,0,0.035215241460755546,0.9647847585392445,12657,144,6327,38667.54
F2107,Boeing 737,AMS,MUC,3732,4.15,40375,37,13,0.04289393514713607,0.957106064852864,16328,250,8504,45793.76
F2108,Boeing 777,LHR,VIE,3212,4.1,40928,117,37,0.03862627151866499,0.9613737284813351,58262,126,1884,175959.37
F2109,Airbus A350,CDG,INN,11613,18.49,40061,92,25,0.017831756127142818,0.9821682438728572,34867,300,6598,105778.86
F2110,Boeing 787,OPO,LGW,5837,7.55,32971,113,10,0.05401623772346351,0.9459837622765365,5198,290,3395,13122.86
F2111,Airbus A320,EIN,MAD,5004,5.99,30105,97,-15,0.02319986359405353,0.9768001364059464,16404,115,9725,46146.0
F2112,Airbus A350,EDI,OPO,6927,8.24,34880,96,1,0.026032061663051234,0.9739679383369487,19019,84,6720,48748.88
F2113,Airbus A350,MUC,INN,356,0.41,30417,74,3,0.05146338681013869,0.9485366131898613,18700,57,1426,53581.46
F2114,Boeing 777,ORY,BCN,8092,12.15,31619,24,20,0.0,1.0,16092,203,11992,42339.29
F2115,Airbus A320,BLQ,OPO,1961,2.37,32467,7,39,0.0,1.0,25377,320,4062,75943.42
F2116,Boeing 787,TLS,FRA,4025,4.69,39304,77,-6,0.08395860417257349,0.9160413958274265,28835,95,7591,76554.29
F2117,Boeing 777,BER,FRA,397,0.51,34298,11,-2,0.0,1.0,9640,238,10871,28537.65
F2118,Boeing 777,MAD,FAO,7878,9.53,39868,75,38,0.014875714744023738,0.9851242852559763,27022,61,2550,83559.94
F2119,Boeing 737,BSL,BRU,11706,14.89,37852,20,10,0.09780224226303282,0.9021977577369672,27878,79,4697,71614.58
F2120,Boeing 737,FCO,LHR,1785,2.38,37112,85,1,0.0,1.0,12679,62,11401,36860.47
F2121,Boeing 787,AGP,INN,4217,6.83,40414,7,-14,0.0,1.0,10634,324,3245,30105.56
F2122,Boeing 787,ARN,FCO,6022,6.96,33320,66,1,0.0,1.0,6240,335,9122,17644.1
F2123,Boeing 777,BLQ,VCE,2062,3.16,33253,80,-15,0.039118105217988065,0.9608818947820119,24033,78,4374,74285.03
F2124,Boeing 777,CPH,DUS,4411,6.58,39310,53,38,0.09326694785260997,0.90673305214739,17938,153,8940,46750.28
F2125,Boeing 787,GVA,BSL,11671,14.15,30458,37,11,0.09244739420444334,0.9075526057955566,20439,292,7987,55421.27
F2126,Boeing 777,VCE,HAM,1272,1.99,35321,75,13,0.06761637225394916,0.9323836277460509,33376,66,3890,82983.01
F2127,Airbus A350,CPH,FCO,9383,14.51,31643,10,22,0.017271703080071765,0.9827282969199282,15948,52,7162,40510.64
F2128,Airbus A350,VLC,INN,5160,6.11,39570,0,20,0.005686884405495996,0.994313115594504,8806,60,7508,24141.98
F2129,Airbus A350,SZG,OPO,3226,4.97,30707,92,-14,0.02551781861757916,0.9744821813824208,6001,126,5193,17867.97
F2130,Boeing 787,LYS,OSL,5305,7.2,34350,116,26,0.005321867784533241,0.9946781322154667,15727,216,5034,49631.08
F2131,Airbus A320,AMS,VIE,3049,4.11,40166,87,20,0.042018335275118224,0.9579816647248818,5849,321,10337,16983.71
F2132,Airbus A320,TLS,BCN,5541,8.27,40325,78,39,0.06711106451796284,0.9328889354820371,5335,180,8059,14222.18
F2133,Airbus A350,BER,MAN,1585,1.83,33578,52,-8,0.08372446157965092,0.916275538420349,6703,83,675,20163.49
F2134,Airbus A320,GVA,CPH,8782,12.11,33392,78,6,0.07748262673211948,0.9225173732678805,23687,276,2633,69954.04
F2135,Boeing 737,VLC,EIN,10378,14.97,36275,46,18,0.048687905521053024,0.9513120944789469,23065,207,3055,58765.77
F2136,Boeing 777,ANR,LHR,5917,7.08,36171,119,38,0.0,1.0,19981,75,1811,57390.76
F2137,Boeing 777,ORY,AMS,5013,5.96,40577,99,35,0.07186083265254199,0.928139167347458,9315,151,5927,25727.34
F2138,Boeing 787,ORY,LYS,8226,12.2,32205,50,2,0.07914315626757383,0.9208568437324262,33275,287,9432,93346.01
F2139,Boeing 777,FRA,AMS,10829,12.7,30095,51,38,0.005561709430380502,0.9944382905696195,6434,145,8118,17121.31
F2140,Airbus A320,FRA,AGP,7986,11.56,40005,67,15,0.0,1.0,24156,317,1002,65102.25
F2141,Boeing 787,FAO,MUC,5927,8.82,40516,97,3,0.09131104594241801,0.908688954057582,10824,211,9375,27912.9
F2142,Boeing 737,NAP,OSL,9196,11.24,31923,76,16,0.03588564465372429,0.9641143553462757,31832,160,2947,89526.35
F2143,Airbus A320,TLS,BSL,1673,1.9,33553,102,4,0.04637767283589438,0.9536223271641057,6855,227,7713,19957.68
F2144,Airbus A350,EIN,VCE,2835,4.05,39727,19,40,0.011996085522566636,0.9880039144774334,34058,132,2592,85581.95
F2145,Airbus A320,ORY,BRU,5876,8.84,32739,3,17,0.0977049049859558,0.9022950950140443,17342,283,6877,51334.24
F2146,Boeing 777,FCO,HAM,9051,11.75,31119,27,34,0.09034990219200194,0.9096500978079981,14388,271,3391,42614.69
F2147,Airbus A350,NCE,BSL,9907,12.22,33253,94,-14,0.07019965204046306,0.9298003479595369,22721,180,7700,61726.92
F2148,Boeing 777,LIS,FAO,7363,9.82,32122,39,22,0.0005547551599943357,0.9994452448400056,16829,102,10287,51538.5
F2149,Boeing 777,FCO,FRA,1309,1.71,33941,10,24,0.034335493423304844,0.9656645065766951,7540,341,4349,19919.96
F2150,Boeing 787,VCE,EDI,7871,9.36,38782,38,-2,0.0,1.0,18870,65,5167,54724.84
F2151,Boeing 737,PMI,OPO,5268,6.09,38619,55,4,0.031415777923528475,0.9685842220764715,34572,306,4877,88454.22
F2152,Boeing 777,TLS,CPH,2189,2.9,32643,110,-6,0.08184388463892976,0.9181561153610702,26715,112,10505,81210.6
F2153,Airbus A320,TLS,EIN,11828,15.83,39548,35,10,0.0,1.0,56077,325,5013,168396.56
F2154,Boeing 737,BCN,HEL,3681,5.25,32238,98,9,0.026752179402992383,0.9732478205970077,5195,229,10795,15708.16
F2155,Boeing 777,ZRH,CDG,9006,12.4,33559,40,11,0.04246964143817605,0.957530358561824,6637,101,3614,20061.19
F2156,Boeing 787,LYS,AGP,7795,9.86,39920,106,12,0.059764050474916,0.940235949525084,18228,330,8252,56788.83
F2157,Boeing 737,ORY,HAM,1135,1.64,36918,87,32,0.07894550217988403,0.921054497820116,11384,236,8526,35278.05
F2158,Boeing 787,ZRH,ORY,5960,6.87,39197,103,-10,0.03889257788192996,0.96110742211807,22057,229,1388,67318.96
F2159,Boeing 777,PMI,MAN,11360,17.68,34839,97,14,0.0,1.0,10761,347,2468,29404.8
F2160,Airbus A350,TLS,BRU,6259,10.41,32227,5,22,0.009343364640752827,0.9906566353592472,18706,290,1213,59371.9
F2161,Boeing 737,MXP,MUC,3215,3.69,30812,77,-6,0.07722122165208802,0.922778778347912,27771,286,11087,72736.13
F2162,Boeing 737,VIE,ZRH,1998,2.82,34235,67,23,0.037743965787605485,0.9622560342123945,33525,268,1650,94308.85
F2163,Boeing 787,CDG,VLC,8346,11.0,37778,80,-7,0.0,1.0,24180,226,9535,66917.95
F2164,Boeing 787,BER,TLS,11619,13.0,40268,30,27,0.0796830671151057,0.9203169328848944,11413,170,1423,28773.17
F2165,Boeing 737,EDI,ARN,4551,5.55,36026,80,20,0.0,1.0,12264,263,6697,31671.67
F2166,Airbus A320,RTM,ANR,9116,11.47,38768,60,23,0.007015882879600888,0.9929841171203991,28356,78,615,86182.23
F2167,Airbus A350,NAP,EIN,3239,4.96,30167,13,-8,0.027245370021454475,0.9727546299785456,27361,240,2460,85864.48
F2168,Boeing 737,BER,ARN,9570,15.74,34680,82,-13,0.047298973553901814,0.9527010264460982,9016,170,4052,26342.84
F2169,Airbus A320,MXP,STN,2451,2.89,32289,87,28,0.04291419971409567,0.9570858002859043,25351,205,3460,71383.48
F2170,Boeing 777,VIE,ANR,11979,13.95,36273,9,36,0.0,1.0,12337,115,7788,39166.61
F2171,Airbus A320,FAO,FAO,7281,11.25,30309,100,10,0.012157104018198417,0.9878428959818015,26386,160,2478,77646.44
F2172,Airbus A320,OSL,TLS,4457,5.0,34818,53,31,0.0,1.0,27503,332,5573,84690.72
F2173,Boeing 787,BLQ,NAP,8938,14.66,40022,119,4,0.06376437896515354,0.9362356210348465,9545,281,6989,27589.99
F2174,Airbus A320,ANR,AGP,6650,8.99,39086,94,12,0.002770982995586524,0.9972290170044135,24687,341,7724,65734.33
F2175,Boeing 737,VCE,CPH,8508,10.49,30518,33,26,0.05051992344770328,0.9494800765522967,5519,97,7849,15645.28
F2176,Boeing 777,OPO,NAP,2103,3.24,31562,87,22,0.014114932630389565,0.9858850673696105,20675,250,4869,51852.45
F2177,Airbus A320,EIN,ZRH,1407,1.58,34772,1,26,0.02782256355415651,0.9721774364458435,29870,229,6140,90358.27
F2178,Boeing 787,TLS,ARN,2535,4.06,30758,116,2,0.018151978119834645,0.9818480218801654,25502,53,10313,71481.99
F2179,Boeing 777,EDI,RTM,4918,8.12,36486,3,29,0.018175845958093163,0.9818241540419068,31730,308,7798,93073.4
F2180,Airbus A320,HEL,BRU,7468,10.74,40807,10,3,0.00998459141949264,0.9900154085805074,30203,155,5743,85218.39
F2181,Boeing 777,EIN,BER,4450,6.77,36051,87,-10,0.0,1.0,11961,208,3793,35369.55
F2182,Airbus A320,AMS,NAP,702,0.81,35630,63,34,0.0,1.0,9216,186,5078,28527.6
F2183,Boeing 777,AGP,NAP,3609,4.86,39579,89,-3,0.04686949815805661,0.9531305018419434,26875,320,5607,80014.51
F2184,Boeing 787,STN,OPO,2190,3.61,37841,107,-7,0.026203096332350986,0.973796903667649,24963,100,5937,72298.99
F2185,Boeing 787,INN,RTM,10302,16.32,38391,17,20,0.016863700295005214,0.9831362997049948,30086,142,9149,84134.15
F2186,Boeing 777,BSL,DUS,5548,8.94,30559,1,-3,0.0,1.0,11074,202,10307,31938.01
F2187,Boeing 777,BLQ,LIS,522,0.7,37701,26,30,0.0,1.0,11114,54,958,30618.76
F2188,Boeing 787,ZRH,DUS,1356,1.64,40790,38,33,0.01468615823679087,0.9853138417632091,20016,178,10407,54301.03
F2189,Boeing 777,FCO,BLQ,8312,10.59,40431,25,25,0.0,1.0,27964,148,9427,75858.49
F2190,Airbus A320,TLS,AMS,7353,8.74,32775,62,10,0.0839044303918983,0.9160955696081017,24835,105,9986,63786.14
F2191,Boeing 787,BER,FAO,7454,9.16,40759,81,-3,0.012064614430722665,0.9879353855692773,21887,209,5030,55481.72
F2192,Airbus A320,MAN,BLQ,8260,13.49,31726,47,2,0.0984273975512195,0.9015726024487805,20076,281,1070,60030.7
F2193,Airbus A350,LGW,PMI,838,0.98,32557,101,29,0.08417184253688297,0.9158281574631171,23511,187,3969,59889.29
F2194,Boeing 787,OPO,NCE,4058,4.56,30687,109,-11,0.0636975784267042,0.9363024215732958,20506,335,8496,62797.58
F2195,Boeing 777,BER,HEL,2328,2.88,39579,39,-15,0.000721362847222351,0.9992786371527776,27833,105,10248,86337.03
F2196,Airbus A320,ANR,LIS,3717,4.81,35733,107,1,0.03723154303804854,0.9627684569619515,33809,288,4124,100825.24
F2197,Airbus A350,OSL,NAP,10977,13.38,33021,92,-8,0.08692646230496089,0.9130735376950391,32294,88,9729,82736.17
F2198,Boeing 737,AMS,BLQ,10155,15.67,33591,47,-5,0.060778221871413386,0.9392217781285866,22609,128,8312,61008.42
F2199,Airbus A320,MUC,VLC,10696,13.28,40222,8,5,0.0,1.0,9873,118,10415,26755.63
F2200,Boeing 737,OPO,BLQ,6194,8.45,40522,108,40,0.03952294161878764,0.9604770583812123,6083,292,9573,15371.98
F2201,Airbus A320,ANR,SZG,5872,8.04,36938,59,-1,0.05294284521420603,0.947057154785794,7999,56,11014,22127.79
F2202,Boeing 737,LGW,FCO,7138,11.28,33298,75,39,0.016707089897289508,0.9832929101027105,17496,80,2526,44828.06
F2203,Boeing 777,VIE,MXP,996,1.3,40068,45,-9,0.047367566011260825,0.9526324339887392,27477,281,9743,74254.08
F2204,Boeing 777,EDI,OPO,10605,12.88,36317,52,-6,0.0,1.0,24533,230,4158,73021.9
F2205,Airbus A350,BSL,VLC,7250,9.25,39166,20,10,0.04449525129671028,0.9555047487032897,8018,70,5188,20971.11
F2206,Boeing 737,HAM,LGW,6438,10.32,39125,96,6,0.0005217390982774961,0.9994782609017225,22042,111,2399,55654.39
F2207,Boeing 737,HEL,BER,10307,16.45,30191,59,39,0.04031965057452341,0.9596803494254766,33584,222,7245,101895.96
F2208,Boeing 737,CPH,LGW,4374,4.94,38376,47,9,0.05720546391512204,0.942794536084878,5265,227,740,16318.03
F2209,Boeing 787,VIE,HAM,5886,6.6,30534,41,-11,0.059326230847134544,0.9406737691528655,5967,329,1383,16915.21
